guf_03209_00443170675	જગતમાં કોઈ જીવ ન્નસ જંગમ છે અને કોઈ સ્થાવર.
guf_01414_00718082800	ગામમાં ભગવાન સ્વામિનારાયણનું મંદિર છે
guf_06488_01774311059	અક્કલ સાહેબ રવિ-ભાણ સંપ્રદાયના સંતકવિ છે.
guf_04741_00793786490	જૈન તત્વ જ્ઞાનમાં પાંચ પ્રકારના અણુવ્રતો બતાવ્યાં છે.
guf_04693_00585676293	તેણીની પ્રથમ વાર સંજય સેન જોડે જ્યારે તે યુવાન હતી ત્યારે પરણી હતી.
guf_03209_00518181688	અને તેના ઉપર અંગ્રેજી ભાષાની જેમ જ ભારણ આપવામાં આવે છે.
guf_02858_01737907577	અવકાશ કક્ષામાં સ્પેસ સ્ટેશન અને માનવ અવકાશયાન પણ ઉપગ્રહો છે.
guf_09152_01845652861	આ લખાણો આમ અદ્વૈત પરંપરાના આધારભૂત લખાણો માનવામાં આવે છે
guf_01414_01985567898	અનુકૂલન કરવું એ અનુકૂલન થવાની સ્થિતિ છે આ તબક્કો સજીવને તેના વસવાટોમાં જીવવા અને પ્રજનન કરવા સક્ષમ બનાવે છે
guf_05004_00909328612	કિરણ કુમાર રેડ્ડીનું કુટુંબ ચિત્તૂરનું છે.
guf_01414_01211389169	ગામમાં બીજુ એક મંદિર શ્રી અલખનિરંજન મહારાજનુ આવેલ છે જેનું સંચાલન ભગત કુટુંબ કરે છે.
guf_03209_01855436419	અરવિંદ ત્રિવેદી ગુજરાતી ફિલ્મોના જાણીતા અભિનેતા છે.
guf_04741_00694808338	ગ્રીસના ઈકારિયા ટાપુ પર અળવી ઊગાડવામાં આવે છે.
guf_01414_00250468932	અમ્હારિક ભાષા ઉત્તર મધ્ય ઇથોપિયા ખાતે અમ્હારા દ્વારા સામાન્ય વહેવારમાં બોલાતી એક આફ્રોએશીયન વર્ગની ભાષા છે.
guf_06488_00935819922	આઈરિશો અલ્સટરના મોટાભાગના પ્રોટેસ્ટન્ટ હતા.
guf_03209_00658977391	પણ આ અહેવાલોને અતિશયોક્તિ તરીકે લેવાયા હતા અથવા જાસૂસી સૂચનાઓનું ખોટું અર્થઘટન કરવામાં આવ્યું હતું.
guf_06839_01234153302	પણ પાછળથી તેનું નામ કાંકરીયા પ્રચલિત થયું.
guf_04653_00316566646	આ બાઇ હરિરે હરિરપુર વસાવ્યાનું લેખમાં લખ્યું છે જે અમદાવાદ નગરના ઇશાન ખુણામાં આવેલું હતું.
guf_01414_01939094699	અમરગઢ ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_06185_01641292222	ગામમાંથી કેટલાક લોકો ધંધા - રોજગાર અર્થે પરદેશમાં પણ સ્થાયી થયા છે.
guf_06839_01388067219	અરેરાજ ભારત દેશમાં બિહાર રાજ્યમાં પૂર્વ ચંપારણ જિલ્લામાં આવેલું એક મહત્વનું શહેર છે.
guf_04693_01468266418	આંબાખાડી ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_02595_00133102483	અને બીજો આશ્રમ વાડજ નજીક સાબરમતી વિસ્તારમાં સ્થાપ્યો જે આજે ગાંધી આશ્રમ તરીકે ઓળખાય છે.
guf_02858_00353326581	જોકે બ્રિટિશ સરકાર તેને પ્રાદેશિક ભાષા તરીકે સ્વીકારે છે.
guf_02595_00778580201	અંબાલીયારા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_06488_00566958962	અંગ્રેજી શાસન દરમિયાન તેને બોમ્બે પ્રેસિડેંસીનો એક ભાગ બનાવી દેવામાં આવ્યું.
guf_01906_01634362476	દક્ષિણપૂર્વ દિશામાં જાઓ
guf_06488_01875466429	આને કાયમી વિકાસ અથવા ટકાઉ વિકાસ પણ કહેવાય છે.
guf_02898_01683464031	તેઓ આને બાફે છે અને પછી કચુંબર સ્વરૂપે ખાય છે.
guf_09152_00795384268	આંબોસ ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
guf_01414_00572766460	ઉદાહરણ માટે બીજો નિયમ ગ્રહો અને એક પડતા પથ્થર પર પણ લાગૂ થાય છે.
guf_01414_00640839490	તેમણે એક અસુરને મોટા વરાહના રૂપે તૈયાર કર્યો જે અર્જુનની તપસ્યા ભંગ કરે.
guf_04741_00560527554	આ વર્ષે તેમણે અતિવાસ્તવવાદી સંશોધન ખાતાંની સ્થાપના કરી
guf_06185_00127027261	ત્યારથી જ આ પુરસ્કાર એનાયત કરવાની પરંપરા શરૂ કરવામાં આવી હતી
guf_02898_01198088571	ન્યૂટને કાચના એક ગોળાનો પ્રયોગ કરી  ઓપ્ટિક્સ આઠમો પ્રશ્ન  એક ઘર્ષણ વિદ્યુતસ્થિતિક જનરેટરના એક મૂળ સ્વરૂપનું નિર્માણ કર્યું.
guf_01063_01531526707	અખત્યારપુરા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_05004_00126555172	દરવેશ અને ફકીર રહેવામાં જ પોતાની ભલાઈ સમજતા હતા.
guf_04693_00384724923	આના પાંદડામાંથી અહીં પાત્રોડુ નામની વાનગી બનાવવામાં આવે છે
guf_06536_00954746325	ત્યાર બાદ પદાર્થના પરિભ્રમણકક્ષાનો સરવે થયો હતો.
guf_06839_01322543820	આ રીતે સૂર્ય કેન્દ્રીયતા અને વૈજ્ઞાનિક ક્રાંતિના આધુનિકરણ વિશે છેલ્લી શંકા પણ દૂર કરી.
guf_04693_01083986506	અલીગઢ શહેર ભારત દેશના ઉત્તર ભાગમાં આવેલા ઉત્તર પ્રદેશ રાજ્યના અલીગઢ જિલ્લાનું મુખ્ય મથક છે.
guf_04741_01311099793	અમેરિકન એરલાઇન્સ ચાર ખંડમાં કામગીરી ધરાવે છે.
guf_04653_01260362463	તે ચારે બાજુ હરિયાળીથી ઘેરાયેલું છે.
guf_01414_00920980258	અરીઠાને પંદરેક મિનિટ પાણીમાં પલાળી રાખવાથી ફીણ થઈ શકશે.
guf_01414_00296163321	જ્યારે દ્રોણ કૌરવસેનાના પ્રધાન સેનાપતી બન્યા પછી તેમણે ભીષણ યુદ્ધ કર્યું.
guf_06839_01058981354	અબાકસનાં નિષ્ણાત વપરાશકર્તાઓ સામાન્ય કેલ્ક્યુલેટર કરતાં પણ ઝડપથી ગણતરી કરી શકે છે.
guf_06536_00224517796	આ સ્થિતિમાં અસ્થિભંગ રુધિરાબુર્દ ખુલ્લી પડે છે અને આમ ખુલ્લા પડેલા અસ્થિમાં ચેપ લગાડી શકે છે.
guf_06488_00463617300	અળવી ઉનાળા અને ચોમાસા દરમ્યાન ઉગે છે.
guf_01906_01078416582	નેવિગેશન ફરી શરૂ થયું
guf_04693_00775815047	પરંતુ સન પંદર સો સાંઠમાં અકબરે સ્વયં સત્તા સંભાળી લીધી અને બૈરામ ખાનને કાઢી નાખ્યો.
guf_04693_00164088515	અરજણ ભગત ઇસુની ઓગણીસમી સદીનો પૂર્વાર્ધ અરજણ ભગત રવિ ભાણ સંપ્રદાયના સંતકવિ.
guf_01063_00823212026	ત્યાં આને મસૂર અથવા તાહીની સાથે પકાવીને ખવાય છે.
guf_03209_00846085839	આમ અત્રિઋષિના પ્રભાવથી તેમનું કલ્યાણ થયું.
guf_01906_00012523145	રસ્તા પર સહેજ ડાબી બાજુએ
guf_01063_01865580938	તેમણે ડોન બોસ્કો સ્કુલમાં અને ત્યાર બાદ ખાલસા કોલેજમાં અભ્યાસ કર્યો હતો
guf_01414_00947641154	અન્ય આવૃત્તિ અનુસાર એમ માનવામાં આવે છે કે તેને કળીયુગના અંત સુધી ભટકવાનો શ્રાપ મળ્યો હતો.
guf_06839_00475968002	એનાં ફૂલ સફેદ નાનાં છત્તાદાર હોય છે.
guf_04653_00151632277	અણસોલ ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_02595_01393165426	ઇરાને એનપીટી સંધિનું પાલન કર્યું નહોતું અને તેના માન્ય માપદંડોનું અવારનવાર ઉલ્લંઘન કર્યું હોવાની વાતો બહાર આવી હતી.
guf_05004_00556466793	આંતરનેસ ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
guf_04741_02110404771	કોલેજન આધારકનું ખનીજીકરણ તેને મજબૂત બનાવે છે અને તેને અસ્થિમાં ફેરવે છે.
guf_06536_01643952187	ચીનમાં નવા વર્ષની ઉજવણી વખતે અળવીની કેક ખવાય છે.
guf_05044_01132633185	અમદાવાદની આ મસ્જિદ અંદર અને બહારનાં દેખાવમાં હિન્દુ-મુસ્લિમ સ્થાપત્યના સુંદર સમવન્વય સમી છે.
guf_04741_01166038547	અરરિયા જિલ્લો ભારત દેશના બિહાર રાજ્યના સાડત્રીસ જિલ્લાઓ પૈકીનો એક મહત્વનો જિલ્લો છે.
guf_02595_01556659926	અડાલજ મોટી ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_09152_02132160284	કેનેરી ટાપુઓ પર અળાવી ખુબ લોકપ્રિય છે.
guf_04653_02073641084	અમોદરા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_01906_01694881256	સીધા જમણી બાજુએ
guf_01414_00945560461	અકોટી ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
guf_06185_01526307742	આંબલીયાળા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_01906_00119749047	બે માઇલમાં
guf_06839_00389588588	તે સમય પછી ઉંમર થતાં પાંડવ ભાઈઓએ સંસારની માયાઓ છોડી દેવાનો નિર્ણય કર્યો.
guf_04741_00603110964	ન્યૂટન તેમના કલનને પ્રકાશિત કરવા માગતા નહોતા
guf_04390_00428871190	અંગ્રેજી ભાષામાં આરોહ અવરોહની પદ્ધતિ શબ્દોનાં જૂથ ઉપર આધારિત હોય છે.
guf_06536_00599288808	અકલાચા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_03209_01865128920	અળવી સેવન કરવાથી પેશાબ અધિક માત્રામાં થતો હોય છે તેમજ કફ અને વાયુની માત્રામાં વૃદ્ધિ થતી હોય છે.
guf_02595_00395835831	તેમનો એક વિદ્યાર્થી ફોટોગ્રાફર હતો અને તેમને મોડલિંગ કરવાની ભલામણ કરી હતી
guf_06536_01467943364	આ વધારાના કરો રાજ્યો દ્વારા લેવામાં આવે છે
guf_01414_00550112002	અલાબામા એ સંયુક્ત રાજ્ય અમેરિકાના દક્ષિણ ક્ષેત્રમાં આવેલું એક રાજ્ય છે.
guf_01414_01352523885	તેમને પ્રાગજી ડોસાના અનહત નાદ નાટકના અભિનય માટે મુંબઈ રાજ્ય નાટક ઉત્સવમાં શ્રેષ્ઠ અભિનેતાનું સન્માન મળેલું.
guf_05004_01139985339	જેમાં બાવીસ પોલીસ કર્મચારીઓ મૃત્યુ પામ્યા.
guf_01414_01953005772	આઠ વરસની ઉમરે જરૂરી તાલીમ એમણે પ્રાપ્ત કરી લીધી હતી.
guf_03209_01427827058	તેથી જ નિગ્રંથ પ્રાણીવધ ની મનાઈ કરે છે.
guf_01414_00153911213	અગરીયા નવા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
guf_02898_00383705870	તેઓ ઉપદેશાત્મક છેૢ જેઓને બુદ્ધનો ઉપદેશ અને તેમના જીવનની વાતો સમાજ સુધી પહોંચાડવા માટે દોરવામાં આવ્યા છે
guf_02898_00376652415	તેના ગુફા જેવા દેખાવ કારણે અને તેને બનાવનારા સ્થપતિ અને ચિત્રકાર પરથી હુસૈન દોશીની ગુફા નામ આપવામાં આવ્યું હતું.
guf_09152_00735349179	દલાલ અનિલા અમૃતલાલ એકવીસમી ઑક્ટોબર ઓગણીસસો તેંત્રિસ વિવેચક
guf_02898_01790052696	તે ડાયસ્નોમિયા નામનો એક ચંદ્ર ધરાવે છે.
guf_05004_01938829260	તેના માતા પિતાએ અકબરને સારી શિક્ષા આપવાનો પ્રયત્ન કર્યો પરંતુ તે શિક્ષાથી વિમુખ જ રહ્યો.
guf_02898_01797460182	નીચેનાં બે દરવાજાઓ બ્રિટિશ સરકાર દ્વારા બનાવવામાં આવ્યા હતા.
guf_03209_00208622933	અતુલ વાસન ભારત દેશના આંતરરાષ્ટ્રીય ક્રિકેટ રમતા ખેલાડી છે
guf_02595_00527008687	એ રીતે પ્રાચીન ગીતોમાં પણ અંજારનો સંભાળવા મળે છે.
guf_03209_01849964882	અન્ય સ્રોતોના પ્રભાવને કારણે તેના ઇતિહાસમાં બદલાવ અને વિકાસ આવતા રહ્યા છે.
guf_02858_01246175623	અડાલા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_04693_00051699763	જલગામ વેન્ગલ રાવનો જન્મ શ્રીકાકુલમ જિલ્લામાં થયેલો અને ઉછેર કોસ્તા વિસ્તારમાં.
guf_01063_01073034358	અંગ્રેજી એ પશ્ચિમ જર્મનીની ભાષા છે જેનો વિકાસ એન્ગ્લો સાક્સોન કાળમાં ઇંગ્લેન્ડ અને દક્ષિણ પૂર્વીય સ્કોટલેન્ડમાં થયો હતો.
guf_06488_00783442003	અનેક મહત્વપૂર્ણ કલાકારો ઉત્તર અમેરિકા તરફ અને સંયુક્ત રાજ્યોના અન્ય સુરક્ષિત સ્થળો તરફ ભાગી ગયા હતા.
guf_02595_00378271221	તેઓ અજ્ઞાનવશ એમ સમજતા હતા કે એની પાછળ કોઈ અદૃશ્ય શક્તિ રહેતી હોય છે.
guf_01414_02119618136	ગામ માં મુળ રહેવાસી હિંદુ ક્ષત્રિય ઝાલા દરબાર રહે છે બીજા રહેવાસી હિંદુ ઠાકરડા પરમાર તથા મકવાણા તથા દેવીપૂજક લોકો રહે છે.
guf_04693_01460572773	આંબલીપાણી છોતરાના ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_04653_00355067370	ન્યૂટને દર્શાવ્યું કે તેના બદલે સૂર્યની અંદર એક આકર્ષણબળ જરૂરી હોય છે  કેન્દ્રગામી આકર્ષણ બળ .
guf_09152_00991149217	અંગ્રેજી નહીં બોલનારા યુરોપીય દેશોમાં ટકાવારીની દૃષ્ટિએ મોટાભાગના લોકો અંગ્રેજીમાં વાતચીત કરી શકે છે.
guf_02898_02013439693	એક સમયે ચાદરો અને તકિયા મફત આપવામાં આવતા હતા
guf_06839_01466156610	આભિમન્યુએ પોતાનું બાળપણ તેની માતાના શહેર દ્વારકામાં ગાળ્યુ.
guf_02898_01739097696	ગામમાં શ્રી નર્મદેશ્વર મહાદેવનું મંદિર આવેલુ છે.
guf_06536_00587127115	આ યુધ્ધમાં થયેલા માનવસંહારે તેનું મન ગ્લાનિ અને વેદનાથી ભરાઇ ગયુ.
guf_05004_01717751652	અમૂલે આજે ભારતને વિશ્વનો સૌથી મોટો દૂધ ઉત્પાદક બનાવ્યો છે.
guf_06185_00706918724	અંધારીયા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
guf_04741_00102885471	તેની એક બાજુ સૂર્યપ્રકાશથી ચમકતી હતી.
guf_02898_01366725085	આધુનિક કાળમાં મહાત્મા ગાંધીએ ભારત દેશની આઝાદી મેળવવા માટે જે આંદોલન ચલાવ્યું હતું તે ઘણી રીતે અહિંસાત્મક હતું.
guf_09152_00503881314	તેમણે અણુઓ વચ્ચે આકર્ષણ અને અપાકર્ષણના હર્મેટિક સિદ્ધાંતને આધારે અવકાશમાં સ્થાનને અદ્રશ્ય બળ મૂક્યું.
guf_02898_00322043011	તેમાં કર્ણ સહિત અમુક અન્ય રાજકુમારોને કુળના આધારે લાયક ન મનાયા.
guf_04741_01324914954	તેના કંદનું વાર્ષિક સરેરાશ ઉત્પાદન હેક્ટર દીઠ છ પોઈન્ટ બે ટન જેટલું છે.
guf_06839_00468741856	કીઝે બિનનફકારક સંગઠન ફ્રમ ધ ગ્રાઉન્ડ અપ માટે પણ દાન આપ્યું હતું જે બાળકો અને કિશોરોને શિષ્યવૃત્તિ આપે છે.
guf_06185_00935968321	ખેદામાં સપૂર્ણ આંદોલન સરદાર વલ્લભભાઈ પટેલના નેતૃત્વ હેઠળ ચાલ્યું
guf_02595_00972622859	ત્યારે હજારેએ ગ્રામજનોને નહેર બનાવીને અને ગામમાં ખાડા ખોદીને વરસાદી પાણી એકઠું કરવા માટે પ્રેરિત કર્યાં હતાં.
guf_02898_00116282949	કૌરવ સાથેના કરાર અનુસાર તેને બાર વર્ષ દેશવટો સહી તેરમા વર્ષે ગુપ્તાવાસમાં રહેવાનુ હતું
guf_04390_01574759601	કુમારે કલર્સ ચેનલ દ્વારા સફળ ફિયર ફેક્ટર-ખતરો કે ખિલાડીના યજમાન તરીકે નાના પડદે સૌપ્રથમ વાર દેખા દીધી હતી.
guf_04653_01662438894	તેઓએ આ દરમ્યાન ઉપ - આચાર્ય તથા પ્રાધ્યાપક તરીકે પણ કામ કર્યુ હતું.
